Publication ID,Journal,Authors,Title,Abstract,Genes,Drugs,Diseases
29630712,JAMA Neurol,"['Karch CM', 'Wen N', 'Fan CC', 'Yokoyama JS', 'Kouri N', 'Ross OA', 'Höglinger G', 'Müller U', 'Ferrari R', 'Hardy J', 'Schellenberg GD', 'Sleiman PM', 'Momeni P', 'Hess CP', 'Miller BL', 'Sharma M', 'Van Deerlin V', 'Smeland OB', 'Andreassen OA', 'Dale AM', 'Desikan RS', 'International Frontotemporal Dementia (FTD)–Genomics Consortium, International Collaboration for Frontotemporal Dementia, Progressive Supranuclear Palsy (PSP) Genetics Consortium, and International Parkinson’s Disease Genomics Consortium']",Selective Genetic Overlap Between Amyotrophic Lateral Sclerosis and Diseases of the Frontotemporal Dementia Spectrum.,"Importance: Amyotrophic lateral sclerosis (ALS) is a progressive neurodegenerative disorder characterized by loss of upper and lower motor neurons. Although novel ALS genetic variants have been identified, the shared genetic risk between ALS and other neurodegenerative disorders remains poorly understood. Objectives: To examine whether there are common genetic variants that determine the risk for ALS and other neurodegenerative diseases and to identify their functional pathways. Design, Setting, and Participants: In this study conducted from December 1, 2016, to August 1, 2017, the genetic overlap between ALS, sporadic frontotemporal dementia (FTD), FTD with TDP-43 inclusions, Parkinson disease (PD), Alzheimer disease (AD), corticobasal degeneration (CBD), and progressive supranuclear palsy (PSP) were systematically investigated in 124 876 cases and controls. No participants were excluded from this study. Diagnoses were established using consensus criteria. Main Outcomes and Measures: The primary outcomes were a list of novel loci and their functional pathways in ALS, FTD, PSP, and ALS mouse models. Results: Among 124 876 cases and controls, genome-wide conjunction analyses of ALS, FTD, PD, AD, CBD, and PSP revealed significant genetic overlap between ALS and FTD at known ALS loci: rs13302855 and rs3849942 (nearest gene, C9orf72; P = .03 for rs13302855 and P = .005 for rs3849942) and rs4239633 (nearest gene, UNC13A; P = .03). Significant genetic overlap was also found between ALS and PSP at rs7224296, which tags the MAPT H1 haplotype (nearest gene, NSF; P = .045). Shared risk genes were enriched for pathways involving neuronal function and development. At a conditional FDR P < .05, 22 novel ALS polymorphisms were found, including rs538622 (nearest gene, ERGIC1; P = .03 for ALS and FTD), which modifies BNIP1 expression in human brains (35 of 137 females; mean age, 59 years; P = .001). BNIP1 expression was significantly reduced in spinal cord motor neurons from patients with ALS (4 controls: mean age, 60.5 years, mean [SE] value, 3984 [760.8] arbitrary units [AU]; 7 patients with ALS: mean age, 56 years, mean [SE] value, 1999 [274.1] AU; P = .02), in an ALS mouse model (mean [SE] value, 13.75 [0.09] AU for 2 SOD1 WT mice and 11.45 [0.03] AU for 2 SOD1 G93A mice; P = .002) and in brains of patients with PSP (80 controls: 39 females; mean age, 82 years, mean [SE] value, 6.8 [0.2] AU; 84 patients with PSP: 33 females, mean age 74 years, mean [SE] value, 6.8 [0.1] AU; beta = -0.19; P = .009) or FTD (11 controls: 4 females; mean age, 67 years; mean [SE] value, 6.74 [0.05] AU; 17 patients with FTD: 10 females; mean age, 69 years; mean [SE] value, 6.53 [0.04] AU; P = .005). Conclusions and Relevance: This study found novel genetic overlap between ALS and diseases of the FTD spectrum, that the MAPT H1 haplotype confers risk for ALS, and identified the mitophagy-associated, proapoptotic protein BNIP1 as an ALS risk gene. Together, these findings suggest that sporadic ALS may represent a selectively pleiotropic, polygenic disorder.","['TDP-43', 'C9orf72', 'UNC13A', 'MAPT', 'NSF', 'ERGIC1', 'BNIP1', 'BNIP1', 'SOD1', 'SOD1', 'MAPT', 'BNIP1']",[],"['Amyotrophic Lateral Sclerosis', 'Diseases of the', 'Frontotemporal Dementia', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disorder', 'ALS', 'ALS', 'neurodegenerative disorders', 'ALS', 'neurodegenerative diseases', 'ALS', 'sporadic frontotemporal dementia', 'FTD', 'FTD', 'Parkinson disease', 'PD', 'Alzheimer disease', 'AD', 'corticobasal degeneration', 'CBD', 'progressive supranuclear palsy', 'PSP', 'ALS', 'FTD', 'PSP', 'ALS', 'ALS', 'FTD', 'PD', 'AD', 'CBD', 'PSP', 'ALS', 'FTD', 'ALS', 'ALS', 'PSP', 'ALS', 'ALS', 'FTD', 'ALS', 'ALS', 'ALS', 'PSP', 'PSP', 'FTD', 'FTD', 'ALS', 'diseases of the', 'FTD', 'ALS', 'ALS', 'sporadic ALS']"
37619619,Ageing Res Rev,"['Wang Y', 'Lv MN', 'Zhao WJ']",Research on Ferroptosis as a Therapeutic Target for the Treatment of Neurodegenerative Diseases.,"Ferroptosis is an iron- and lipid peroxidation (LPO)-mediated programmed cell death type. Recently, mounting evidence has indicated the involvement of ferroptosis in neurodegenerative diseases, especially in Alzheimer's disease (AD), Parkinson's disease (PD), multiple sclerosis (MS), amyotrophic lateral sclerosis (ALS), Huntington's disease (HD), and so on. Treating ferroptosis presents opportunities as well as challenges for neurodegenerative diseases. This review provides a comprehensive overview of the underlying mechanisms that contribute to the occurrence of ferroptosis, as well as their implications in the pathogenesis and advancement of major neurodegenerative disorders. Meanwhile, we summarize the interaction between ferroptosis and other types of cell death in the advancement of neurodegenerative diseases and their contribution to corresponding drug development. In addition, we specifically summarize recent advances in developing therapeutic means targeting ferroptosis in these diseases, which may guide future approaches for the effective management of these devastating medical conditions.",[],['iron'],"['Ferroptosis', 'Neurodegenerative Diseases', 'Ferroptosis', 'ferroptosis', 'neurodegenerative diseases', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'multiple sclerosis', 'MS', 'amyotrophic lateral sclerosis', 'ALS', ""Huntington's disease"", 'HD', 'ferroptosis', 'neurodegenerative diseases', 'ferroptosis', 'neurodegenerative disorders', 'ferroptosis', 'neurodegenerative diseases', 'ferroptosis']"
33897409,Front Aging Neurosci,"['Ou GY', 'Lin WW', 'Zhao WJ']",Neuregulins in Neurodegenerative Diseases.,"Neurodegenerative diseases, including Alzheimer's disease (AD), Parkinson's disease (PD) and amyotrophic lateral sclerosis (ALS), are typically characterized by progressive neuronal loss and neurological dysfunctions in the nervous system, affecting both memory and motor functions. Neuregulins (NRGs) belong to the epidermal growth factor (EGF)-like family of extracellular ligands and they play an important role in the development, maintenance, and repair of both the central nervous system (CNS) and peripheral nervous system (PNS) through the ErbB signaling pathway. They also regulate multiple intercellular signal transduction and participate in a wide range of biological processes, such as differentiation, migration, and myelination. In this review article, we summarized research on the changes and roles of NRGs in neurodegenerative diseases, especially in AD. We elaborated on the structural features of each NRG subtype and roles of NRG/ErbB signaling networks in neurodegenerative diseases. We also discussed the therapeutic potential of NRGs in the symptom remission of neurodegenerative diseases, which may offer hope for advancing related treatment.","['ErbB', 'ErbB']",[],"['Neurodegenerative Diseases', 'Neurodegenerative diseases', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', 'neuronal loss', 'neurological dysfunctions', 'neurodegenerative diseases', 'AD', 'neurodegenerative diseases', 'neurodegenerative diseases']"
36245065,Neurochem Res,['Nguyen HD'],"Resveratrol, Endocrine Disrupting Chemicals, Neurodegenerative Diseases and Depression: Genes, Transcription Factors, microRNAs, and Sponges Involved.","We aimed to examine the molecular basis of the positive effect of resveratrol against amyotrophic lateral sclerosis (ALS), Parkinson's disease (PD), cognitive impairment (CI), and depression induced by a mixture of bisphenol A (BPA), BPS, and BPF. The CTD, GeneMania, Metascape, SwissADME, Cytoscape, MIENTURNET, miRNAsong, and Autodock Vina were the fundamental tools for analysis. Resveratrol exerts its protective effects on selected diseases induced by a mixture of BPA, BPS, and BPF through the following genes: PTGS2 and GSR for ALS; INS, IL6, BDNF, and SOD1 for PD; BDNF, CASP3, TNF, INS, IGF1, IL1B for CI; and BDNF, PTGS2, and IL6 for depression. Detoxification was noted as the most important for ALS, dopamine metabolism for PD, apoptosis for CI, and the selenium micronutrient network for depression. hsa-miR-377-3p, hsa-miR-1-3p, hsa-miR-128-3p, and hsa-miR-204-5p were highlighted. We created and tested in silico sponges that inhibited these miRNAs. NFE2L2, BACH1, PPARG, and NR4A3 were listed as the key transcription factors implicated in resveratrol's protective effect against harmful studied chemicals. Furthermore, resveratrol's physicochemical properties and pharmacokinetics are consistent with its therapeutic benefits in ALS, PD, CI, and depression, owing to its high gastrointestinal absorption, drug-likeness, non-P-glycoprotein substrate, and capacity to penetrate the blood-brain barrier.","['PTGS2', 'GSR', 'IL6', 'BDNF', 'SOD1', 'BDNF', 'CASP3', 'TNF', 'IGF1', 'IL1B', 'BDNF', 'PTGS2', 'IL6', '-miR-377-', 'NFE2L2', 'BACH1', 'PPARG', 'NR4A3', 'P-glycoprotein']","['Resveratrol', 'resveratrol', 'bisphenol A', 'BPA', 'BPF', 'Resveratrol', 'BPA', 'BPF', 'dopamine', 'selenium', 'resveratrol', 'resveratrol']","['Neurodegenerative Diseases', 'Depression', 'amyotrophic lateral sclerosis', 'ALS', ""Parkinson's disease"", 'PD', 'cognitive impairment', 'CI', 'depression', 'ALS', 'PD', 'CI', 'depression', 'ALS', 'PD', 'CI', 'depression', 'ALS', 'PD', 'CI', 'depression']"
36263141,Front Pharmacol,"['Kakoti BB', 'Bezbaruah R', 'Ahmed N']",Therapeutic drug repositioning with special emphasis on neurodegenerative diseases: Threats and issues.,"Drug repositioning or repurposing is the process of discovering leading-edge indications for authorized or declined/abandoned molecules for use in different diseases. This approach revitalizes the traditional drug discovery method by revealing new therapeutic applications for existing drugs. There are numerous studies available that highlight the triumph of several drugs as repurposed therapeutics. For example, sildenafil to aspirin, thalidomide to adalimumab, and so on. Millions of people worldwide are affected by neurodegenerative diseases. According to a 2021 report, the Alzheimer's disease Association estimates that 6.2 million Americans are detected with Alzheimer's disease. By 2030, approximately 1.2 million people in the United States possibly acquire Parkinson's disease. Drugs that act on a single molecular target benefit people suffering from neurodegenerative diseases. Current pharmacological approaches, on the other hand, are constrained in their capacity to unquestionably alter the course of the disease and provide patients with inadequate and momentary benefits. Drug repositioning-based approaches appear to be very pertinent, expense- and time-reducing strategies for the enhancement of medicinal opportunities for such diseases in the current era. Kinase inhibitors, for example, which were developed for various oncology indications, demonstrated significant neuroprotective effects in neurodegenerative diseases. This review expounds on the classical and recent examples of drug repositioning at various stages of drug development, with a special focus on neurodegenerative disorders and the aspects of threats and issues viz. the regulatory, scientific, and economic aspects.",[],"['sildenafil', 'aspirin', 'thalidomide', 'adalimumab', 'Kinase inhibitors']","['neurodegenerative diseases', 'neurodegenerative diseases', ""Alzheimer's disease"", ""Alzheimer's disease"", ""Parkinson's disease"", 'neurodegenerative diseases', 'neurodegenerative diseases', 'neurodegenerative disorders']"
32457568,Front Neurosci,"['Ueda T', 'Inden M', 'Ito T', 'Kurita H', 'Hozumi I']",Characteristics and Therapeutic Potential of Dental Pulp Stem Cells on Neurodegenerative Diseases.,"To evaluate the therapeutic potential of stem cells for neurodegenerative diseases, emphasis should be placed on clarifying the characteristics of the various types of stem cells. Among stem cells, dental pulp stem cells (DPSCs) are a cell population that is rich in cell proliferation and multipotency. It has been reported that transplantation of DPSCs has protective effects against models of neurodegenerative diseases. The protective effects are not only through differentiation into the target cell type for the disease but are also related to trophic factors released from DPSCs. Recently, it has been reported that serum-free culture supernatant of dental pulp stem cell-conditioned medium (DPCM) contains various trophic factors and cytokines and that DPCM is effective for models of neurodegenerative diseases such as Alzheimer's disease (AD), Parkinson's disease (PD), and Amyotrophic Lateral Sclerosis (ALS). Moreover, the use of stem cells from human exfoliated deciduous teeth (SHEDs) has been considered. SHEDs are derived from deciduous teeth that have been disposed of as medical waste. SHEDs have higher differentiation capacity and proliferation ability than DPSCs. In addition, the serum-free culture supernatant of SHEDs (SHED-CM) contains more trophic factors, cytokines, and biometals than DPCM and also promotes neuroprotection. The neuroprotective effect of DPSCs, including those from deciduous teeth, will be used as the seeds of therapeutic drugs for neurodegenerative diseases. SHEDs will be used for further cell therapy of neurodegenerative diseases in the future. In this paper, we focused on the characteristics of DPSCs and their potential for neurodegenerative diseases.",[],[],"['Neurodegenerative Diseases', 'neurodegenerative diseases', 'neurodegenerative diseases', 'neurodegenerative diseases', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'Amyotrophic Lateral Sclerosis', 'ALS', 'neurodegenerative diseases', 'neurodegenerative diseases', 'neurodegenerative diseases']"
36510311,Transl Neurodegener,"['Xia X', 'Wang Y', 'Zheng JC']","Extracellular vesicles, from the pathogenesis to the therapy of neurodegenerative diseases.","Extracellular vesicles (EVs) are small bilipid layer-enclosed vesicles that can be secreted by all tested types of brain cells. Being a key intercellular communicator, EVs have emerged as a key contributor to the pathogenesis of various neurodegenerative diseases (NDs) including Alzheimer's disease, Parkinson's disease, amyotrophic lateral sclerosis, and Huntington's disease through delivery of bioactive cargos within the central nervous system (CNS). Importantly, CNS cell-derived EVs can be purified via immunoprecipitation, and EV cargos with altered levels have been identified as potential biomarkers for the diagnosis and prognosis of NDs. Given the essential impact of EVs on the pathogenesis of NDs, pathological EVs have been considered as therapeutic targets and EVs with therapeutic effects have been utilized as potential therapeutic agents or drug delivery platforms for the treatment of NDs. In this review, we focus on recent research progress on the pathological roles of EVs released from CNS cells in the pathogenesis of NDs, summarize findings that identify CNS-derived EV cargos as potential biomarkers to diagnose NDs, and comprehensively discuss promising potential of EVs as therapeutic targets, agents, and drug delivery systems in treating NDs, together with current concerns and challenges for basic research and clinical applications of EVs regarding NDs.",[],[],"['neurodegenerative diseases', 'neurodegenerative diseases', 'NDs', ""Alzheimer's disease"", ""Parkinson's disease"", 'amyotrophic lateral sclerosis', ""Huntington's disease"", 'NDs', 'NDs', 'NDs', 'NDs', 'NDs', 'NDs', 'NDs']"
32351395,Front Physiol,"['Hong C', 'Jeong B', 'Park HJ', 'Chung JY', 'Lee JE', 'Kim J', 'Shin YC', 'So I']",TRP Channels as Emerging Therapeutic Targets for Neurodegenerative Diseases.,"The development of treatment for neurodegenerative diseases (NDs) such as Alzheimer's disease, Parkinson's disease, Huntington's disease, and amyotrophic lateral sclerosis is facing medical challenges due to the increasingly aging population. However, some pharmaceutical companies have ceased the development of therapeutics for NDs, and no new treatments for NDs have been established during the last decade. The relationship between ND pathogenesis and risk factors has not been completely elucidated. Herein, we review the potential involvement of transient receptor potential (TRP) channels in NDs, where oxidative stress and disrupted Ca2+ homeostasis consequently lead to neuronal apoptosis. Reactive oxygen species (ROS) -sensitive TRP channels can be key risk factors as polymodal sensors, since progressive late onset with secondary pathological damage after initial toxic insult is one of the typical characteristics of NDs. Recent evidence indicates that the dysregulation of TRP channels is a missing link between disruption of Ca2+ homeostasis and neuronal loss in NDs. In this review, we discuss the latest findings regarding TRP channels to provide insights into the research and quests for alternative therapeutic candidates for NDs. As the structures of TRP channels have recently been revealed by cryo-electron microscopy, it is necessary to develop new TRP channel antagonists and reevaluate existing drugs.",[],"['Ca2+', 'Reactive oxygen species', 'ROS', 'Ca2+']","['Neurodegenerative Diseases', 'neurodegenerative diseases', 'NDs', ""Alzheimer's disease"", ""Parkinson's disease"", ""Huntington's disease"", 'amyotrophic lateral sclerosis', 'NDs', 'NDs', 'ND', 'NDs', 'neuronal apoptosis', 'NDs', 'neuronal loss', 'NDs', 'NDs']"
33706937,Adv Pharmacol,['Wang JKT'],Uniting homeostatic plasticity and exosome biology: A revision of the conceptual framework for drug discovery in neurodegenerative diseases?,"Neurodegenerative diseases (NDDs) are in need of new drug discovery approaches. Our previous systematic analyses of Huntington's Disease (HD) literature for protein-protein interactors (PPIs) and modifiers of mutant Huntingtin-driven phenotypes revealed enrichment for PPIs of genes required for homeostatic synaptic plasticity (HSP) and exosome (EV) function and exosomal proteins, which in turn highly overlapped each other and with PPIs of genes associated with other NDDs. We proposed that HSP and EVs are linked to each other and are also involved in NDD pathophysiology. Recent studies showed that HSP is indeed altered in HD and AD, and that presynaptic homeostatic plasticity in motoneurons compensates for ALS pathology. Eliminating it causes earlier degeneration and death. If this holds true in other NDDs, drug discovery in animal models should then include elucidation of homeostatic compensation that either masks phenotypes of physiologically expressed mutant genes or are overridden by their overexpression. In this new conceptual framework, enhancing such underlying homeostatic compensation forms the basis for novel therapeutic strategies to slow progression of NDDs. Moreover, if EVs are linked to HSP, then their ability to penetrate the brain, target cell types, deliver miRNA and other molecules can be leveraged to develop attractive drug modalities. Testing this new framework is posed as four questions on model development and mechanistic studies progressing from higher throughput platforms to mouse models. Similar approaches may apply to other CNS disorders including schizophrenia, autism, Rett and Fragile X syndromes due to potential links of their susceptibility genes to HSP and EVs.",['Huntingtin'],[],"['neurodegenerative diseases', 'Neurodegenerative diseases', 'NDDs', ""Huntington's Disease"", 'HD', 'NDDs', 'NDD', 'HD', 'AD', 'ALS', 'death', 'NDDs', 'NDDs', 'CNS disorders', 'schizophrenia', 'autism', 'Rett', 'Fragile X syndromes']"
32082115,Front Neurosci,"['Theunissen F', 'Flynn LL', 'Anderton RS', 'Mastaglia F', 'Pytte J', 'Jiang L', 'Hodgetts S', 'Burns DK', 'Saunders A', 'Fletcher S', 'Wilton SD', 'Akkari PA']",Structural Variants May Be a Source of Missing Heritability in sALS.,"The underlying genetic and molecular mechanisms that drive amyotrophic lateral sclerosis (ALS) remain poorly understood. Structural variants within the genome can play a significant role in neurodegenerative disease risk, such as the repeat expansion in C9orf72 and the tri-nucleotide repeat in ATXN2, both of which are associated with familial and sporadic ALS. Many such structural variants reside in uncharacterized regions of the human genome, and have been under studied. Therefore, characterization of structural variants located in and around genes associated with ALS could provide insight into disease pathogenesis, and lead to the discovery of highly informative genetic tools for stratification in clinical trials. Such genomic variants may provide a deeper understanding of how gene expression can affect disease etiology, disease severity and trajectory, patient response to treatment, and may hold the key to understanding the genetics of sporadic ALS. This article outlines the current understanding of amyotrophic lateral sclerosis genetics and how structural variations may underpin some of the missing heritability of this disease.","['C9orf72', 'ATXN2']",[],"['sALS', 'amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disease', 'ALS', 'ALS', 'ALS', 'amyotrophic lateral sclerosis']"
28686587,Nat Protoc,"['Luh LM', 'Das I', 'Bertolotti A']","qMotor, a set of rules for sensitive, robust and quantitative measurement of motor performance in mice.","Phenotypic analysis of mouse models of human diseases is essential to understanding the underlying disease mechanisms and to developing therapeutics. Many models of neurodegenerative diseases are associated with motor dysfunction, a powerful readout for the disease. We describe here a set of measures to quantitatively monitor early disease onset and progression. We named this set of rules qMotor because it enables sensitive, robust and quantitative measurement of motor performance in 3 d. qMotor can be used to assess early disease onset, before paralysis, as well as disease progression in diverse mouse models, and can be exploited to define robust and humane experimental end points, thereby reducing animal suffering. As an example, we apply qMotor to SOD1G93A transgenic mice. Early studies with the original transgenic SOD1G93A mice in the hybrid background (B6SJL-Tg(SOD1-G93A) have been criticized because of high noise in this mixed background and because of inadequate study designs. We applied qMotor in SOD1G93A transgenic mice in an inbred C57BL/6J background, hereafter called iSOD1G93A mice, and show a remarkably robust and consistent phenotype in this line that we use to evaluate a therapeutic approach. qMotor is a protocol generically applicable to different mouse models.",['SOD1'],[],"['neurodegenerative diseases', 'motor dysfunction', 'paralysis']"
30391475,Transl Res,"['Bennett SA', 'Tanaz R', 'Cobos SN', 'Torrente MP']",Epigenetics in amyotrophic lateral sclerosis: a role for histone post-translational modifications in neurodegenerative disease.,"Amyotrophic lateral sclerosis (ALS) is the third most common adult onset neurodegenerative disorder worldwide. It is generally characterized by progressive paralysis starting at the limbs ultimately leading to death caused by respiratory failure. There is no cure and current treatments fail to slow the progression of the disease. As such, new treatment options are desperately needed. Epigenetic targets are an attractive possibility because they are reversible. Epigenetics refers to heritable changes in gene expression unrelated to changes in DNA sequence. Three main epigenetic mechanisms include the methylation of DNA, microRNAs and the post-translational modification of histone proteins. Histone modifications occur in many amino acid residues and include phosphorylation, acetylation, methylation as well as other chemical moieties. Recent evidence points to a possible role for epigenetic mechanisms in the etiology of ALS. Here, we review recent advances linking ALS and epigenetics, with a strong focus on histone modifications. Both local and global changes in histone modification profiles are associated with ALS drawing attention to potential targets for future diagnostic and treatment approaches.",[],[],"['amyotrophic lateral sclerosis', 'neurodegenerative disease', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disorder', 'paralysis', 'respiratory failure', 'ALS', 'ALS', 'ALS']"
31362360,Int J Mol Sci,"['Dolei A', 'Ibba G', 'Piu C', 'Serra C']",Expression of HERV Genes as Possible Biomarker and Target in Neurodegenerative Diseases.,"Human endogenous retroviruses (HERVs) are genetic parasites, in-between genetics and environment. Few HERVs retain some coding capability. Sometimes, the host has the advantage of some HERV genes; conversely, HERVs may contribute to pathogenesis. The expression of HERVs depends on several factors, and is regulated epigenetically by stimuli such as inflammation, viral and microbial infections, etc. Increased expression of HERVs occurs in physiological and pathological conditions, in one or more body sites. Several diseases have been attributed to one or more HERVs, particularly neurological diseases. The key problem is to differentiate the expression of a HERV as cause or effect of a disease. To be used as a biomarker, a correlation between the expression of a certain HERV and the disease onset and/or behavior must be found. The greater challenge is to establish a pathogenic role. The criteria defining causal connections between HERVs and diseases include the development of animal models, and disease modulation in humans, by anti-HERV therapeutic antibody. So far, statistically significant correlations between HERVs and diseases have been achieved for HERV-W and multiple sclerosis; disease reproduction in transgenic animals was achieved for HERV-W and multiple sclerosis, and for HERV-K and amyotrophic lateral sclerosis. Clinical trials for both diseases are in progress.",[],[],"['Neurodegenerative Diseases', 'inflammation', 'viral', 'infections', 'neurological diseases', 'multiple sclerosis', 'multiple sclerosis', 'amyotrophic lateral sclerosis']"
35022041,J Neuroinflammation,"['Xue YC', 'Liu H', 'Mohamud Y', 'Bahreyni A', 'Zhang J', 'Cashman NR', 'Luo H']",Sublethal enteroviral infection exacerbates disease progression in an ALS mouse model.,"BACKGROUND: Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease of the motor neuron system associated with both genetic and environmental risk factors. Infection with enteroviruses, including poliovirus and coxsackievirus, such as coxsackievirus B3 (CVB3), has been proposed as a possible causal/risk factor for ALS due to the evidence that enteroviruses can target motor neurons and establish a persistent infection in the central nervous system (CNS), and recent findings that enteroviral infection-induced molecular and pathological phenotypes closely resemble ALS. However, a causal relationship has not yet been affirmed. METHODS: Wild-type C57BL/6J and G85R mutant superoxide dismutase 1 (SOD1G85R) ALS mice were intracerebroventricularly infected with a sublethal dose of CVB3 or sham-infected. For a subset of mice, ribavirin (a broad-spectrum anti-RNA viral drug) was given subcutaneously during the acute or chronic stage of infection. Following viral infection, general activity and survival were monitored daily for up to week 60. Starting at week 20 post-infection (PI), motor functions were measured weekly. Mouse brains and/or spinal cords were harvested at day 10, week 20 and week 60 PI for histopathological evaluation of neurotoxicity, immunohistochemical staining of viral protein, neuroinflammatory/immune and ALS pathology markers, and NanoString and RT-qPCR analysis of inflammatory gene expression. RESULTS: We found that sublethal infection (mimicking chronic infection) of SOD1G85R ALS mice with CVB3 resulted in early onset and progressive motor dysfunction, and shortened lifespan, while similar viral infection in C57BL/6J, the background strain of SOD1G85R mice, did not significantly affect motor function and mortality as compared to mock infection within the timeframe of the current study (60 weeks PI). Furthermore, we showed that CVB3 infection led to a significant increase in proinflammatory gene expression and immune cell infiltration and induced ALS-related pathologies (i.e., TAR DNA-binding protein 43 (TDP-43) pathology and neuronal damage) in the CNS of both SOD1G85R and C57BL/6J mice. Finally, we discovered that early (day 1) but not late (day 15) administration of ribavirin could rescue ALS-like neuropathology and symptoms induced by CVB3 infection. CONCLUSIONS: Our study identifies a new risk factor that contributes to early onset and accelerated progression of ALS and offers opportunities for the development of novel targeted therapies.","['TAR DNA-binding protein 43', 'TDP-43']","['ribavirin', 'ribavirin']","['enteroviral infection', 'ALS', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disease', 'Infection', 'ALS', 'infection', 'enteroviral infection', 'ALS', 'ALS', 'infection', 'viral infection', 'infection', 'neurotoxicity', 'neuroinflammatory', 'ALS', 'inflammatory', 'infection', 'infection', 'ALS', 'motor dysfunction', 'viral infection', 'infection', 'ALS', 'neuronal damage', 'ALS', 'ALS']"
